Subject,URL,Article ID,Public URL,Category,Content,Created,Modified,# Shortcuts,Read By,Revisions
Loyola Technology for Students,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/151727,151727,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=151727,Student Quick Reference Guide,"Loyola Technology for Students
Tags
students Wireless houndprint HoundNet WiFi student Adobe Technology XFINITY XFINITY-ON-CAMPUS Microsoft-Office Adobe-Creative-Cloud Microsoft-365 technology-access Adobe-acces student-tech install-office
Microsoft 365
Students receive Microsoft 365 at no cost!  The suite includes Word, PowerPoint, Excel, Outlook, OneDrive, and Teams.  With your OneDrive account, you receive 1 terabyte of storage for file backup.  Storing your papers and assignments on OneDrive ensures their safety, even if your personal computer malfunctions. Collaborate seamlessly on group assignments using Teams.  This platform enables file sharing,  editing documents in real-time, messaging, and more.  Follow the installation instructions for Microsoft 365 on your personal computer.  Learn more about the applications & features associated with Microsoft 365 here.
Xfinity On Campus
All students living on campus receive a free XFINITY On Campus account.  Students will need to purchase a Roku device and install the XFINITY Stream Beta Channel to watch cable programming on a television. A Roku will provide you with a cloud DVR to record your favorite shows with up to 20 hours of recorded programming.  Students can also watch cable programming on their laptops, tablets, or phones while on campus by going to xfinityoncampus.com.  
HoundNet - Wireless Network (Wi-Fi)
Students can access Loyola's wireless network from their residence halls and throughout campus.  The wireless network will show up as HountNet when searching for a wireless network.
Moodle
Moodle is Loyola's Learning Management System which professors use to communicate and share resources with students in their courses. Professors post material that supplement their classes, such as announcements, contact information, online assignments, course content (text and multimedia), and external links.  You can access Moodle by logging into inside.loyola.edu and clicking on the appropriate tile.
HoundMail (Email)
The website to access your Loyola email is houndmail.loyola.edu.  Students should check their email frequently as all official email from the University will be sent to your Loyola account.
HoundPrint
HoundPrint is Loyola's on-campus printing and copy program that enables students to use their Loyola ID to securely print, copy or scan documents.  Students receive $15.00 of print credits per semester.  Printing costs 4 cents a page for black and white and 12 cents a page for color.  Students can print to HoundPrint devices by using Web Print on the HoundPrint dashboard accessed from Inside Loyola.  You can pick up you jobs at HoundPrint devices in various locations around campus.  A full list of printing locations can be found here.
Adobe Creative Cloud
All active students are automatically licensed for Creative Cloud.  To activate your license, you need to sign in to any of the installed Adobe applications on your computer.  Please enter your Loyola email address and choose “Company or School Account"" if prompted.  You can then download Creative Cloud and activate up to two devices with your account.
What Technology to Bring (and Not to Bring) With You
The type of computer you bring is your personal preference as the Office of Technology Services supports both Macs and Windows computers. We recommend an i5 or better or Ryzen 5 or better processor, 16 GB of RAM, and 256 GB SSD for a Windows laptop.  We recommend the M1 or better processor, 16 GB of RAM, and a 256 GB SSD for a Mac laptop. We do NOT recommend Chromebooks. You may also wish to check with the department you will be going into to see if they have any specific recommendations. 
Personal wireless printers are not able to be used on our network for security reasons. If you wish to bring a personal printer for your room, please be sure it has a cable to plug it into your computer. Internet of Things (loT) smart devices (i.e., Amazon Echo, Google Home, smart light bulbs, smart plug, etc.) also cannot be used on our network for security reasons, so you may wish to leave them at home. 
Was this helpful? YesNo
0 reviews",6/12/2024,10/14/2024,0,109,11
Creating an Email Signature,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/153280,153280,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=153280,HoundMail (Email),"Creating an Email Signature
Tags
houndmail email signature create-signature
Please see the instructions on Microsoft's support page to Create and add an email signature in Outlook for Windows or Create or insert a signature in Outlook for Mac.
To find Loyola's branded signature, please refer to Marketing and Communications' Branded Templates.
Was this helpful? YesNo
0 reviews",10/8/2024,10/8/2024,0,3,2
Microsoft 365: How to Install on a Personal Computer,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/84815,84815,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=84815,Software Applications / Microsoft 365,"Microsoft 365: How to Install on a Personal Computer
Tags
office365 Mac office install Windows computer Personal office-365 install-office
If you are a current student or employee, you can install Office on up to 5 personal PCs or Macs, 5 tablets, and 5 smartphones. If you would like to know the status of your current installs, please see our Knowledge Article for instructions on Managing your Office 365 Installs.
     1.   Navigate to https://office.loyola.edu. Sign in with your Loyola credentials if prompted.
     2.   Select the Install Microsoft 365 apps drop down in the top right corner. Then select Install Microsoft 365 apps.
3.  Select the n in the Install Office button on the right.
      4.    Save or Run the file (depending on the browser you are using) and follow the prompts to complete the install.
Was this helpful? YesNo
75% helpful - 4 reviews",8/13/2019,9/10/2024,0,298,13
List of Houndprint Locations,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/89100,89100,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=89100,HoundPrint,"List of Houndprint Locations
Tags
printer location timonium columbia evergreen houndprint
HoundPrint is available at the following public locations. Unless otherwise specified, the printers are Black and White.
Evergreen Campus
Knott Hall Breezeway - Color
Knott Hall 3rd Floor Hallway
Butler Hall
Campion Towers - North Entrance
Campion Towers - South Entrance
Hammerman Hall
Donnelly Science Basement
Donnelly Science 3rd Floor Hallway
Student Center Near Bank of America ATM - Color
Thea Bowman Hall - Color
Computer Labs
Ahern Lab
Knott Hall 002 - Color
Knott Hall 318
Aquinas 01
Maryland Hall 240
Maryland Hall 443
Beatty Hall 115
Beatty Hall 221
Newman 1st Floor East
Newman 1st Floor Atrium
Donnelly Science 121
Donnelly Science 151-b
Donnelly Science 257
Sellinger 1st Floor Atrium
Jenkins Hall 300
The Study - Color
Was this helpful? YesNo
100% helpful - 1 review",10/11/2019,9/4/2024,0,212,7
Conference Room Technology Procurement Process,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/141559,141559,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=141559,"Technology Policies, Guidelines, and Standards","Conference Room Technology Procurement Process
Tags
procurement conference-room
Summary
Conference room technology is intended to be on a five-year refresh cycle and as funding by the department that owns or manages the space is available.
Support
If there are support questions or to schedule an assessment of a conference room, contact the Help Center at 410-617-5555 or at ots@loyola.edu.
Process
Departments interested in upgrading the technology in their conference rooms should follow the following steps.
Submit a request to the help center for a conference room assessment.
Client Services will schedule a meeting with the department, AV vendor, facilities, and infrastructure to gather requirements.
Client Services will gather quotes from AV vendor, facilities, and infrastructure and submit to the department for decline, change, or approval.
Declined
Nothing is done and ticket is closed.
Change
Changes are documented and put back through for updated quotes.
Procedure repeats until there is a decline or approval.
Approval
The department provides a budget number to proceed to procurement and scheduling.
Purchase orders are generated as necessary.
Client Services coordinates installation work to be scheduled with the AV vendor, facilities, and infrastructure.
Upon completion, Client Services tests the space and trains the department on how to use the new tech.
Department plans for future needs of space and budgets for upgrades.
Was this helpful? YesNo
0 reviews",9/2/2022,8/28/2024,0,4,2
Classroom Technology Procurement Process,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/141557,141557,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=141557,"Technology Policies, Guidelines, and Standards","Classroom Technology Procurement Process
Tags
procurement classroom-technology
Summary
The Classroom Planning Committee is a group comprised of representatives from Facilities, Technology Services, and Academic Affairs.  This committee maintains a record of academic space upgrades in the areas of technology, facilities, and furniture.  Each fall, the committee meets to establish a priority list of spaces to assess need for upgrades.
Technology Services partners with Academic Affairs for input on the technology needs for the academic spaces.  Quotes for upgraded technology are obtained and submitted for the capital request process.  Upon capital approval, orders are submitted, and installation scheduled accordingly.  User guides are created and added to the Knowledge Base following installation and testing.
Support
Loyola Classroom Technology Training Resources can be found at the following knowledge base article.  Article - Loyola Classroom Technology... (teamdynamix.com)
Process
Anyone with questions or recommendations for classroom technology should contact the help center or work through Academic Affairs to add to the review process.
Technology Services, Facilities, and Academic Affairs meet to review completed upgrades and status of all academic spaces yearly in late Fall.
A priority list is generated for proposed changes for the following fiscal year.
Quotes are generated for the proposed change and submitted for capital request approval.
Based on approved capital, the list of proposed upgrades is refined to meet budget.
Approved upgrades move to purchase orders as needed and scheduling is planned.
Upgrades are completed as scheduled, typically during summer of the new fiscal year, tested, and user guides are created and posted.
Was this helpful? YesNo
0 reviews",9/2/2022,8/28/2024,0,11,1
Managing Your Office 365 Installs,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/73228,73228,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=73228,Software Applications / Microsoft 365,"Managing Your Office 365 Installs
Tags
office365 Installs number manage
  1.       Log into your email at https://houndmail.loyola.edu
2.       Select your picture in the top right corner and then select View Account.
3.       To the left, click Office apps
4.      You will be taken to a page that says Apps & Devices at the top. From here, you can click on the orange Install Office button. You can also view which devices you are signed in to Office on by clicking the Devices dropdown, shown below, and sign out of them if necessary
5.       You may also be taken to this page. From here, you can automatically start an install of Office by clicking Install Office. Alternatively, you can click View apps & devices to be taken to the page seen immediately above.
Was this helpful? YesNo
100% helpful - 1 review",3/7/2019,6/10/2024,0,57,4
Print Costs/Credits for Students,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/108298,108298,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=108298,HoundPrint,"Print Costs/Credits for Students
Tags
account houndprint evergreen cost Printing credit summer spring fall semester houndprint-evergreen printing-credits print-credits houndprint-credit houndprint-credits
Fall and Spring Semesters
HoundPrint credits for students are set to $15 per semester. Your first $15 of printing is funded by Loyola. Any additional amounts in excess of $15 are not. If you exceed your allocated amount, funds will begin to be drawn from your Evergreen account balance at a rate of $.04 per page for black and white printing and $0.12 for color printing. Understanding that you will be charged for any printing that exceeds the allocated amount subsidized by Loyola is important. Each semester, your HoundPrint balance will refresh to $15 for use during that semester only. HoundPrint Credits do not roll over from one semester to another.
Summer Sessions I and II
$15 will be allocated for each summer session. Printing in excess of the allocated amount will result in charges to your Evergreen account balance.
Summer I: Credits will be allocated on or before June 2 every year.
Summer II: Credits will be allocated on or before July 16 every year.
Students NOT enrolled in summer courses: On-campus printing will be charged against your Evergreen account balance at a rate of $0.04 per page for black and white printing and $0.12 for color printing.
Summer Student Employees: A request for HoundPrint credits can be made via email from your supervisor to the OTS Help Center (ots@loyola.edu).
How can I add funds to my Evergreen Account?
Evergreen deposits can be made from the Quick Links section of Inside.Loyola. Additional instructions for adding money to the Evergreen account can be found on Financial Service's webpage.
Was this helpful? YesNo
100% helpful - 1 review",5/21/2020,4/2/2024,0,406,4
How to Use Wi-Fi Calling,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/138675,138675,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=138675,Telephone & Voicemail,"How to Use Wi-Fi Calling
Tags
WiFi Mobile-Device wifi-calling wi-fi
Summary
These steps will explain how to enable Wi-Fi Calling on a smart phone. Wi-Fi Calling allows you to make and receive calls over a Wi-Fi network if cellular service is not available or you have a weak cellular signal.
Technical Requirements
An active Wi-Fi connection
A Wi-Fi-Calling compatible device with required settings enabled. This depends on the device manufacturer, OS, and cellular service carrier. Unfortunately some devices and cellular carriers may not support Wi-Fi Calling.
You may need to enter or confirm your address for emergency services.
Please contact your cellular service carrier or device manufacturer for troubleshooting steps.
Note: In some cases an active cellular network signal is required to turn on the Wi-Fi Calling.
Procedure
Enabling Wi-Fi Calling
iPhone (iOS)
Turn on Wi-Fi calling in Settings > Phone (or Cellular) > Wi-Fi Calling. You might need to enter or confirm your address for emergency services.
If present, tap the Prefer Wi-Fi While Roaming switch to On.
If Wi-Fi Calling is available, you’ll see Wi-Fi after your carrier name in the status bar. This confirms your calls will use Wi-Fi Calling.
Apple Support - https://support.apple.com/en-us/HT203032
Android
Go to the Settings app.  
Pull down the notification shade and long-press the Wi-Fi icon to enter Wi-Fi settings.
Scroll to the bottom and select Wi-Fi Preferences.
Tap Advanced.
Select Wi-Fi Calling and flip the switch to On.
If present, tap the Prefer Wi-Fi While Roaming switch
 to On.
How to Forget a Wi-Fi Network
iPhone (iOS)
How to Forget a Wi-Fi Network on an iPhone
Go to Settings > Wi-Fi.
Tap the info button next to the network you're using.
Tap Forget This Network, then tap Forget to confirm.
Android
How to Forget a Wi-Fi Network on an Android
Open the Settings app on your Android phone.
Scroll down and tap on ""Wi-Fi"".
Find the Wi-Fi network that you want to forget and tap and hold on it.
Tap on ""Forget network"" from the options that appear.
A confirmation dialog box will appear, asking if you are sure you want to forget the network. Tap on ""Forget"" to confirm.
Please note some steps may vary depending on phone brand, model, and OS version. Please search the help sections of your particular phone for additional instructions.
Was this helpful? YesNo
94% helpful - 36 reviews",3/23/2022,1/23/2024,0,591,18
Confirm the Authenticator App is Set Up Properly,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/147725,147725,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=147725,Security & Privacy / Microsoft - Multi-Factor Authentication (MFA),"Confirm the Authenticator App is Set Up Properly
Tags
microsoft-MFA set-up-authenticator set-up-mfa mfa-set-up authenticator-app
Note: Microsoft has made a change requiring at least one robust authentication method. If you only have the phone call option set up, it will require you to set up the Authenticator app on your phone or tablet. It should automatically prompt you to do this, but if you have not yet received this prompt, please ensure this is set up before you leave campus.
Check your Authenticator App
Step One: Open the Authenticator App on your phone.
                  Step Two: Review the list of your accounts and make sure you have Loyola University Maryland listed along with your Loyola email address.
If you don’t have any accounts listed or if it says anything other than Loyola University Maryland, you will need to activate your account on the app.
Activating your Authenticator App
If you gotten a new phone or reset your phone, please follow the instructions on our Knowledge Base to Reactivate the MFA Authenticator App on a New Phone.
Note: You will only be able to do this if you have set up a phone number as another authentication method. If you have not done this, please contact the Help Center at 410-617-5555 during hours of operation.
If you do not yet have the Authenticator App set up, follow the steps on our site to Add Another Sign-In Method to the Multi-Factor Authentication.
If you’d like additional assistance, please contact the Help Center either by phone at 410-617-5555 or stop by our office in Knott Hall 003 during hours of operation.
Was this helpful? YesNo
0 reviews",10/18/2023,11/15/2023,0,17,5
Add Another Sign-In Method to the Multi-Factor Authentication,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/147094,147094,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=147094,Security & Privacy / Microsoft - Multi-Factor Authentication (MFA),"Add Another Sign-In Method to the Multi-Factor Authentication
Tags
MFA microsoft-MFA Two-Factor-Authentication sign-in-method authenticator add-method
Note: If you have set up the Authenticator as a sign-in method, that will automatically be set as the default sign-in method.
Step 1: Visit https://loyola.edu/enroll-mfa.
Step 2: Enter your Loyola email address. Choose Next.
Step 3: Enter your password.
Step 4: Authenticate with your current method if prompted.
Step 5: From the Security info page, select Add sign-in method.
Step 6: Choose the method you wish to add and follow the prompts to completion.
Step 7: Once added successfully, you will see the Sign-in Method available in the list of methods.
  Was this helpful? YesNo
0 reviews",8/30/2023,8/31/2023,0,76,2
Connecting to Houndnet Wi-Fi Network on a Mac,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/146993,146993,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=146993,Wi-Fi & Networking,"Connecting to Houndnet Wi-Fi Network on a Mac
Tags
Mac Network Wireless HoundNet University-Network wi-fi connect
Follow the steps below to begin using the “HoundNet”Wi-Fi network instead of “eHoundNet-FSA.” You should now be able to do everything with HoundNet that you could with eHoundNet-FSA including printing.
On your Mac, click the Wi-Fi icon??in the menu bar, then choose the HoundNet wireless network.
                            2.The initial connection to the Houndnet wireless network will require a certificate verification. Select the certificate labeled with your device name and then click ok to continue. (i.e TSYR-FNC3BQ6L4.ad.loyola.edu) The proper    certificate will have a name similar to the example. Do NOT choose a certificate that has a “generic” name like “MacBook Air.ad.loyola.edu” or a name that does not contain “.ad.loyola.edu” at the end.
           Was this helpful? YesNo
0 reviews",8/25/2023,8/28/2023,0,71,4
What is HoundPrint?,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/121419,121419,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=121419,HoundPrint,"What is HoundPrint?
Tags
houndprint cost Printing multiple department
Summary
HoundPrint is a managed print service program that enables you to use your Loyola ID to securely print, copy or scan a document to any multi-functional printer conveniently located on Loyola campuses.
HoundPrint
Available To
This service is available to all active students, faculty, staff, and administrators.
Benefits & Key Features
Available from any Loyola owned computer on the Loyola network.
Securely print, copy, or scan documents.
Scan and send documents to yourself or other @Loyola.edu addresses from the printer.
Retrieve your print job from any printer location.
No need to order toner. The printer automatically alerts our managed print service provider to order toner for the printer.
Cost
There are departmental charge backs for printing. Departments are charged monthly for their copy/printing usage.  If an employee is in multiple departments, they can have the option to select what department gets charged. If you require additional departmental charge back options, please submit a request.
Get Help
If you need additional assistance with Houndprint, please review related articles, or submit a ticket to the Help Center.
Submit a ticket
Loyola Support Articles
Was this helpful? YesNo
0% helpful - 1 review",12/1/2020,8/23/2023,0,206,4
Reactivate the MFA Authenticator App on a new Phone,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113041,113041,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113041,Security & Privacy / Microsoft - Multi-Factor Authentication (MFA),"Reactivate the MFA Authenticator App on a new Phone
Tags
Telephone Phone Reactivate MFA microsoft-MFA default method
Note: You will only be able to do this if you have set up a phone number as another authentication method. If you have not done this, please contact the Help Center at 410-617-5555 from 7:30 am until 5 pm.
Step 1: On your computer, visit https://loyola.edu/enroll-mfa.
Step 2: Enter your Loyola email address. Choose Next.
Step 3: Enter your password.
Step 4: After entering your credentials, if you need to approve your sign-in request, select Sign in another way at the bottom of the window.
Step 5: Select an alternative authentication method (to call your phone number) to verify your identity.
You will then be taken to your Security info page. Select Delete next to the Microsoft Authenticator method listed.
Step 7: Confirm you want to delete the authenticator app by selecting Ok.
Step 8: Once the Authenticator app has been removed, select Add Method to re-add the Authenticator app.
                Step 9: Follow the prompts to complete the setup of the Authenticator app. Complete steps 4 - 11 from the knowledge article, Microsoft Multi-Factor Authentication: Registration Process.
If you wish to have the Authenticator app set as your Default Sign-in Method, be sure to check this setting. If it is not set to Microsoft Authenticator – notification, select Change and select that as the default. 
Was this helpful? YesNo
91% helpful - 34 reviews",8/3/2020,8/18/2023,0,824,6
How to Change Your Default MFA Sign-In Method,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113040,113040,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113040,Security & Privacy / Microsoft - Multi-Factor Authentication (MFA),"How to Change Your Default MFA Sign-In Method
Tags
authentication Multi-factor MFA microsoft-MFA default method change
Note: If you have set up the Authenticator as a sign-in method, that will automatically be set as the default sign-in method.
Step 1: Visit https://loyola.edu/enroll-mfa.
Step 2: Enter your Loyola email address. Choose Next.
Step 3: You will then be directed to enter your password.
Step 4: Approve your sign in request (If prompted). 
Step 5: At the top of the page, select Change next to Default sign-in method. When prompted, select Microsoft Authenticator – notification from the drop-down menu, and select Confirm.  
Was this helpful? YesNo
95% helpful - 41 reviews",8/3/2020,6/26/2023,0,483,5
How to Print (PC),https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/60431,60431,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=60431,HoundPrint,"How to Print (PC)
Tags
print document email houndprint webprint
From a Loyola Provided Computer or Lab
1.  Go to File. then select Print from the menu options. 
2. Select either HoundPrint_BW for black and white printing or HoundPrint_Color for color documents, then click Print.
3. Go to any printer on campus and tap your Loyola ID card. Your print jobs are waiting in the queue, ready to print.
Email to Print - Currently Unavailable
From your laptop or mobile device, send an email with your document attached from your @loyola.edu address to houndprintbw@loyola.edu for black & white or houndprintcolor@loyola.edu for color. You will receive an email confirmation that your job is ready to print.
HoundPrint Dashboard
The HoundPrint Dashboard can be accessed from Inside Loyola (located under Applications) or via houndprint.loyola.edu. The Dashboard allows you to see a summary of your usage (including your environmental impact – how many trees does your printing impact?), your print transaction history, and your recent print jobs. The HoundPrint Dashboard includes Web Print, an additional way to submit a print job, which you can use from on or off-campus. Web Print is a service to enable printing for laptop and wireless users, without the need to install print drivers. You can upload a file to print, and then retrieve your print job from any Loyola HoundPrint device as normal.
Was this helpful? YesNo
17% helpful - 6 reviews",8/15/2018,3/14/2023,0,835,6
Changing the Default Application,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/137170,137170,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=137170,Software Applications,"Changing the Default Application
Tags
change PDF application deafult default-application document
The example shows changing a .pdf file type, but this applies to other file types as well, such as .docx, .xlsx, .pptx, etc.
1.       Go to the Search bar in the bottom left corner and search for default or click on start and begin typing default. Then open the result for Default apps.
2.       Scroll to the bottom of the page and select Choose default apps by file type.
3.       The list on the far left is alphabetical. Scroll down to find .pdf.
4.       Click on the application currently set as the default to the right of the file type. You will see a list of possible applications. Click the program you want to have automatically open when you open your document. For a .pdf, this will most likely be Adobe Acrobat DC or Adobe Acrobat Reader DC.
Was this helpful? YesNo
0% helpful - 1 review",12/8/2021,3/14/2023,1,19,3
Locating the mac address for Xbox One,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/62178,62178,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=62178,Wi-Fi & Networking,"Locating the mac address for Xbox One
Tags
xbox WiFi
 Find the MAC Address in Xbox One Console:
Go to My Xbox in the Xbox Dashboard and select Settings.
In the Settings pane, select Network.
Select Advanced Settings from the Network Settings tab.
At the bottom of this screen, you will see headings for Wired MAC and Wireless MAC. 
  Additional details available from Microsoft Support.
  Was this helpful? YesNo
0 reviews",9/12/2018,3/6/2023,0,19,2
Printing to New Toshiba Printers from a Mac,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/143777,143777,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=143777,HoundPrint,"Printing to New Toshiba Printers from a Mac
Tags
Mac houndprint Toshiba printers
You must be connected to the internet via ethernet or using the eHoundnet-FSA wireless network to print from a Mac.
1.       After selecting Print, choose HoundPrint BW Toshiba or Houndprint Color Toshiba.
Note: The old print queues, Houndprint_BW and Houndprint_Color, will temporarily remain on your computer until the switch to Toshiba is complete.
    2.       The first time you print to these new Toshiba printers, you will be prompted to enter your credentials. Your username should be automatically populated, but if it is not, enter just your username not the full email address. Then enter your password and check the box to Remember this password in my keychain. If you check this box, you will stop receiving this prompt after the first time you print, otherwise you will need to enter your password each time you print.
    3.       After selecting OK, your print job should be processed, and you should receive the notification that your document is held in queue.
          Was this helpful? YesNo
0% helpful - 1 review",1/13/2023,1/13/2023,0,54,3
How do I sign in?,https://loyola.teamdynamix.com/TDAdmin/9FEEA2CD-5D6E-44B2-A393-47BFD86A8D0A/1866/KnowledgeBase/ArticleDet/113618,113618,https://loyola.teamdynamix.com/TDClient/1866/Portal/KB/ArticleDet?ID=113618,XFINITY On Campus / Get Started,"How do I sign in?
Tags
students Television computer XFINITY Dorm Roku Mobile-Device
On a Computer
Go to https://xfinityoncampus.com
Select your school from the drop-down list
Sign in using your university credentials
Choose ""Watch Now"" and you will be directed to tv.xfinity.com
Alternatively, you can go directly to https://tv.xfinity.com and at the bottom select ""XFINITY On Campus Students - Sign in here"" and skip to steps 2 & 3.
On a Mobile Device
Open the XFINITY Stream app
At the bottom select ""XFINITY On Campus Students - Sign in here""
Select your school from the drop-down list
Sign in using your university credentials
You will then be sent back to the XFINITY Stream app.
To sign out of the app, go to Settings > Sign out. 
On a Roku
If you have not already installed the ""XFINITY Stream Beta"" channel for Roku, follow the installation instructions here.
1) Open the ""XFINITY Stream Beta"" channel on your Roku device.
2) Select Get Started using the Roku remote. Tap the OK button on your Roku remote.
3) Once on the activation code screen, using a computer or mobile device, go to https://xfinity.com/authorize and type in the 6 digit code displayed on your Roku.

4) The XFINITY login page will load. At the bottom select XFINITY On Campus Students - Sign in here.
5) Select your school from the drop-down list and sign in using your university credentials. Valid credentials will return a Success message in your browser. Invalid credentials prompt another attempt.
6) After a few moments, your Roku should complete the pairing process with your XFINITY On Campus account. After each new authentication and pairing, the Terms of Activation screen will appear. Use the DOWN button on your Roku remote. Highlight YES and tap the OK button on your Roku remote. The default Device Name is ""Roku"". Feel free to rename.
    7) The main menu screen will load where you can select an episode or movie from the XFINITY On Demand catalog, stream Live TV channels, or catch up on your saved DVR recordings. Enjoy!
  Note: University accounts only allow each user to stream to one device at a time, this includes Laptops, Mobile Phones, Tablets, and Roku. You can authorize more than one Roku per university account, but you will not be able to stream to more than one Roku at a time nor simultaneously on another device. To ensure that you do not get a ""concurrent stream"" error, please make sure to return to the XFINITY Roku main menu (pictured below) after each viewing session.
    Was this helpful? YesNo
0 reviews",8/12/2020,1/3/2023,0,30,4
